Long Name,IB Symbol,Exchange Symbol,Currency,Contract ID,Exchange,Type
CINELINE INDIA LTD,CINELINE,CINELINE,INR,108538699,NSE,STK
CINEVISTA LTD,CINEVISTA,CINEVISTA,INR,56985439,NSE,STK
CIPLA LTD,CIPLA,CIPLA,INR,44652139,NSE,STK
CITY UNION BANK LTD,CUB,CUB,INR,56985542,NSE,STK
CLARIANT CHEMICALS (I) LTD,CLNINDIA,CLNINDIA,INR,56985422,NSE,STK
CLASSIC DIAMONDS (INDIA),CLASSIC,CLASSIC,INR,56985412,NSE,STK
CLUTCH AUTO LIMITED,CLUTCHAUT,CLUTCHAUTO_BZ,INR,56985424,NSE,STK
CMC LIMITED,CMC,CMC,INR,56985429,NSE,STK
COAL INDIA LTD,COALINDIA,COALINDIA,INR,80626626,NSE,STK
COLGATE PALMOLIVE (INDIA),COLPAL,COLPAL,INR,56985419,NSE,STK
COMMERCIAL ENGINEERS & BODY,CEBBCO,CEBBCO,INR,80247304,NSE,STK
COMPUCOM SOFTWARE LIMITED,COMPUSOFT,COMPUSOFT,INR,64683433,NSE,STK
CONSOLIDATED CONSTRUCTION CO,CCCL,CCCL,INR,72526520,NSE,STK
CONSOLIDATED FINVEST & HLDG,CONSOFINV,CONSOFINVT,INR,56985329,NSE,STK
CONTAINER CORP OF INDIA LTD,CONCOR,CONCOR,INR,56985327,NSE,STK
CORDS CABLE INDUSTRIES LTD,CORDSCABL,CORDSCABLE,INR,56985443,NSE,STK
CORE EDUCATION & TECHNOLOGIE,COREEDUTE,COREEDUTEC,INR,56985464,NSE,STK
COROMANDEL INTERNATIONAL LTD,COROMANDE,COROMANDEL,INR,82363812,NSE,STK
CORPORATION BANK,CORPBANK,CORPBANK,INR,180222143,NSE,STK
COSMO FILMS LIMITED,COSMOFILM,COSMOFILMS,INR,56985378,NSE,STK
COUNTRY CLUB HOSPITALITY & H,CCHHL,CCHHL,INR,64683146,NSE,STK
COUNTRY CONDOS LTD,COUNCODOS,COUNCODOS,INR,75733192,NSE,STK
COX AND KINGS LTD,COXKINGS,COX&KINGS,INR,90028958,NSE,STK
CREATIVE EYE LTD,CREATIVEY,CREATIVEYE,INR,56985364,NSE,STK
CREDIT ANALYSIS & RESEARCH,CARERATIN,CARERATING,INR,119564853,NSE,STK
CREST VENTURES LTD,CREST,CREST,INR,56988991,NSE,STK
CRISIL LTD,CRISIL,CRISIL,INR,95305491,NSE,STK
CROMPTON GREAVES LIMITED,CROMPGREA,CROMPGREAV,INR,56985479,NSE,STK
CUBEX TUBINGS LIMITED,CUBEXTUB,CUBEXTUB,INR,56985545,NSE,STK
CUMMINS INDIA LTD,CUMMINSIN,CUMMINSIND,INR,56985045,NSE,STK
CURA TECHNOLOGIES LTD,CURATECH,CURATECH,INR,56989159,NSE,STK
CYBER MEDIA INDIA LTD,CYBERMEDI,CYBERMEDIA,INR,56985548,NSE,STK
CYBERTECH SYSTEMS & SOFTWARE,CYBERTECH,CYBERTECH,INR,56985554,NSE,STK
CYIENT LTD,CYIENT,CYIENT,INR,56985714,NSE,STK
D-LINK INDIA LTD,DLINKINDI,DLINKINDIA,INR,60890242,NSE,STK
D.B. CORP LIMITED,DBCORP,DBCORP,INR,71748467,NSE,STK
D.S. KULKARNI DEVELOPERS,DSKULKARN,DSKULKARNI,INR,56984115,NSE,STK
DABUR INDIA LIMITED,DABUR,DABUR,INR,44652199,NSE,STK
DALMIA BHARAT LTD,DALMIABHA,DALMIABHA,INR,83386668,NSE,STK
DALMIA BHARAT SUGAR & INDUST,DALMIASUG,DALMIASUG,INR,56983997,NSE,STK
DATAMATICS GLOBAL SERVICES,DATAMATIC,DATAMATICS,INR,56983991,NSE,STK
DB INTL STOCK BROKERS LTD,DBSTOCKBR,DBSTOCKBRO,INR,79427381,NSE,STK
DB REALTY LTD,DBREALTY,DBREALTY,INR,72950257,NSE,STK
DCB BANK LTD,DCBBANK,DCBBANK,INR,56984045,NSE,STK
DCM LIMITED,DCM,DCM,INR,56984005,NSE,STK
DCM SHRIRAM LTD,DCMSRMCON,DCMSHRIRAM,INR,56984015,NSE,STK
DCW LIMITED,DCW,DCW,INR,56984017,NSE,STK
DE NORA INDIA LIMITED,DENORA,DENORA,INR,56984040,NSE,STK
DECCAN CEMENTS LIMITED,DECCANCE,DECCANCE,INR,56984030,NSE,STK
DECOLIGHT CERAMICS LIMITED,DECOLIGHT,DECOLIGHT,INR,56984027,NSE,STK
DEEP INDUSTRIES LTD,DEEPIND,DEEPIND,INR,64688703,NSE,STK
DEEPAK FERTILISERS & PETRO,DEEPAKFER,DEEPAKFERT,INR,56984054,NSE,STK
DEEPAK NITRITE LTD,DEEPAKNTR,DEEPAKNTR,INR,156534857,NSE,STK
DELTA CORP LTD,DELTACORP,DELTACORP,INR,56984039,NSE,STK
DELTA MAGNETS LTD,DELTAMAGN,DELTAMAGNT,INR,56984034,NSE,STK
DEN NETWORKS LTD,DEN,DEN,INR,70756752,NSE,STK
DENA BANK,DENABANK,DENABANK,INR,56983992,NSE,STK
DEWAN HOUSING FINANCE CORP,DHFL,DHFL,INR,56984051,NSE,STK
DHAMPUR SUGAR MILLS LTD,DHAMPURSU,DHAMPURSUG,INR,56984118,NSE,STK
DHANLAXMI BANK LTD,DHANBANK,DHANBANK,INR,56984064,NSE,STK
DHANUKA AGRITECH LTD,DHANUKA,DHANUKA,INR,78635345,NSE,STK
DHARANI SUGARS & CHEMICALS,DHARSUGAR,DHARSUGAR,INR,56984104,NSE,STK
DHUNSERI INVESTMENTS LTD,DHUNINV,DHUNINV,INR,85543753,NSE,STK
DHUNSERI PETROCHEM LTD,DPL,DPL,INR,56984069,NSE,STK
DHUNSERI TEA & INDUSTRIES LT,DTIL,DTIL,INR,181032033,NSE,STK
DIAMOND POWER INFRA LIMITED,DIAPOWER,DIAPOWER,INR,64688414,NSE,STK
DIC INDIA LTD,DICIND,DICIND,INR,56984074,NSE,STK
DIGJAM LTD,DIGJAM,DIGJAM,INR,56984057,NSE,STK
DISH TV INDIA LTD,DISHTV,DISHTV,INR,56984081,NSE,STK
DISHMAN PHARMACEUTICALS & CH,DISHMAN,DISHMAN,INR,56984079,NSE,STK
DIVIS LABORATORIES LTD,DIVISLAB,DIVISLAB,INR,56984084,NSE,STK
DLF LIMITED,DLF,DLF,INR,49982064,NSE,STK
DOLPHIN OFFSHORE ENTERPRISES,DOLPHINOF,DOLPHINOFF,INR,56984098,NSE,STK
DONEAR INDUSTRIES LTD,DONEAR,DONEAR,INR,56984094,NSE,STK
DPSC LTD,DPSCLTD,DPSCLTD,INR,98703855,NSE,STK
DQ ENTERTAINMENT INTL LTD,DQE,DQE,INR,89584622,NSE,STK
DR. REDDYS LABORATORIES,DRREDDY,DRREDDY,INR,44652180,NSE,STK
DREDGING CORP OF INDIA LTD,DREDGECOR,DREDGECORP,INR,56984000,NSE,STK
DUNCANS INDUSTRIES LTD,DUNCANSLT,DUNCANSLTD,INR,130801229,NSE,STK
DWARIKESH SUGAR INDUS LTD,DWARKESH,DWARKESH,INR,56984109,NSE,STK
DYNACONS SYSTEMS & SOLUTIONS,DSSL,DSSL,INR,97147261,NSE,STK
DYNACONS TECHNOLOGIES LTD,DYNATECH,DYNATECH,INR,82628881,NSE,STK
DYNAMATIC TECHNOLOGIES LTD,DYNAMATEC,DYNAMATECH,INR,56984124,NSE,STK
E-LAND APPAREL LTD,ELAND,ELAND,INR,56987194,NSE,STK
EASTERN SILK INDUSTRIES LTD,EASTSILK,EASTSILK,INR,56984435,NSE,STK
EASUN REYROLLE LIMITED,EASUNREYR,EASUNREYRL,INR,56984401,NSE,STK
ECE INDUSTRIES LTD,ECEIND,ECEIND,INR,56984289,NSE,STK
ECLERX SERVICES LTD,ECLERX,ECLERX,INR,75733275,NSE,STK
EDELWEISS ETF-NIFTY EES,NIFTYEES,NIFTYEES,INR,194310322,NSE,STK
EDELWEISS FINANCIAL SERVICES,EDELWEISS,EDELWEISS,INR,77837409,NSE,STK
EDUCOMP SOLUTIONS LTD,EDUCOMP,EDUCOMP,INR,69908072,NSE,STK
EICHER MOTORS LTD,EICHERMOT,EICHERMOT,INR,56984334,NSE,STK
EID PARRY INDIA LTD,EIDPARRY,EIDPARRY,INR,82363785,NSE,STK
EIH ASSOCIATED HOTELS,EIHAHOTEL,EIHAHOTELS,INR,56983604,NSE,STK
EIH LIMITED,EIHOTEL,EIHOTEL,INR,56984324,NSE,STK
EIMCO ELECON INDIA LTD,EIMCOELEC,EIMCOELECO,INR,56984314,NSE,STK
ELDER PHARMACEUTICALS LTD,ELDERPHAR,ELDERPHARM,INR,56984351,NSE,STK
ELECON ENGINEERING CO LTD,ELECON,ELECON,INR,56984346,NSE,STK
ELECTROSTEEL CASTINGS LTD,ELECTCAST,ELECTCAST,INR,56984358,NSE,STK
ELECTROSTEEL STEELS LTD,ESL,ESL,INR,79773539,NSE,STK
ELECTROTHERM INDIA LTD,ELECTHERM,ELECTHERM,INR,56984361,NSE,STK
ELGI EQUIPMENTS LTD,ELGIEQUIP,ELGIEQUIP,INR,56984355,NSE,STK
ELGI RUBBER COMPANY LTD,ELGIRUBCO,ELGIRUBCO,INR,92608238,NSE,STK
EMAMI INFRASTRUCTURE LTD,EMAMIINFR,EMAMIINFRA,INR,77576800,NSE,STK
EMAMI LIMITED,EMAMILTD,EMAMILTD,INR,77442377,NSE,STK
EMCO LIMITED,EMCO,EMCO,INR,56984364,NSE,STK
EMKAY GLOBAL FINANCIAL SERV,EMKAY,EMKAY,INR,56984375,NSE,STK
EMMBI INDUSTRIES LIMITED,EMMBI,EMMBI,INR,72975227,NSE,STK
EMPEE DISTILLERIES LIMITED,EDL,EDL,INR,56984304,NSE,STK
ENERGY DEVELOPMENT CO,ENERGYDEV,ENERGYDEV,INR,56984381,NSE,STK
ENGINEERS INDIA LTD,ENGINERSI,ENGINERSIN,INR,75044888,NSE,STK
ENTEGRA LIMITED,ENTEGRA,ENTEGRA,INR,56984331,NSE,STK
ENTERTAINMENT NETWORK INDIA,ENIL,ENIL,INR,56984384,NSE,STK
EON ELECTRIC LTD,EON,EON,INR,108499376,NSE,STK
ERA INFRA ENGINEERING LTD,ERAINFRA,ERAINFRA,INR,56984399,NSE,STK
EROS INTERNATIONAL MEDIA LTD,EROSMEDIA,EROSMEDIA,INR,79730131,NSE,STK
ESAB INDIA LTD,ESABINDIA,ESABINDIA,INR,56984404,NSE,STK
ESCORTS LTD,ESCORTS,ESCORTS,INR,56984411,NSE,STK
ESS DEE ALUMINIUM LTD,ESSDEE,ESSDEE,INR,56984292,NSE,STK
ESSAR OIL LTD,ESSAROIL,ESSAROIL,INR,56984441,NSE,STK
ESSAR PORTS LTD,ESSARPORT,ESSARPORTS,INR,89034188,NSE,STK
ESSAR SHIPPING LTD,ESSARSHPN,ESSARSHPNG,INR,97449624,NSE,STK
ESSEL PROPACK LTD,ESSELPACK,ESSELPACK,INR,56984418,NSE,STK
ESTER INDUSTRIES LTD,ESTER,ESTER,INR,64683559,NSE,STK
EURO CERAMICS LTD,EUROCERA,EUROCERA,INR,56984471,NSE,STK
EURO MULTIVISION LTD,EUROMULTI,EUROMULTI,INR,72432205,NSE,STK
EUROTEX INDS & EXPORTS LTD,EUROTEXIN,EUROTEXIND,INR,56984321,NSE,STK
EVEREADY INDUSTRIES INDIA,EVEREADY,EVEREADY,INR,56984494,NSE,STK
EVEREST INDUSTRIES LTD,EVERESTIN,EVERESTIND,INR,56984477,NSE,STK
EVEREST KANTO CYLINDER LTD,EKC,EKC,INR,56984341,NSE,STK
EVERONN EDUCATION LTD,EVERONN,EVERONN,INR,56984424,NSE,STK
EXCEL CROP CARE LTD,EXCELCROP,EXCELCROP,INR,56984501,NSE,STK
EXCEL INDUSTRIES LTD,EXCELINDU,EXCELINDUS,INR,56984511,NSE,STK
EXCEL REALTY N INFRA LTD,EXCEL,EXCEL,INR,72432200,NSE,STK
EXIDE INDUSTRIES LTD,EXIDEIND,EXIDEIND,INR,56985401,NSE,STK
FAG BEARINGS INDIA LTD,FAGBEARIN,FAGBEARING,INR,56983509,NSE,STK
FARMAX INDIA LTD,FARMAXIND,FARMAXIND,INR,77716111,NSE,STK
FCS SOFTWARE SOLUTIONS LTD,FCSSOFT,FCSSOFT,INR,69447224,NSE,STK
FDC LTD,FDC,FDC,INR,56983549,NSE,STK
FEDDERS LLOYD CORP LTD,FEDDERLOY,FEDDERLOYD,INR,56983554,NSE,STK
FEDERAL BANK LTD,FEDERALBN,FEDERALBNK,INR,136316474,NSE,STK
FEDERAL-MOGUL GOETZE INDIA,FMGOETZE,FMGOETZE,INR,56983565,NSE,STK
FERTILISERS & CHEM TRAVANCR,FACT,FACT,INR,56983544,NSE,STK
FIEM INDUSTRIES LTD,FIEMIND,FIEMIND,INR,56983559,NSE,STK
FILATEX INDIA LTD,FILATEX,FILATEX,INR,64683792,NSE,STK
FINANCIAL TECHN (INDIA) LTD,FINANTECH,FINANTECH,INR,56983594,NSE,STK
FINEOTEX CHEMICAL LTD,FCL,FCL,INR,196550755,NSE,STK
FINOLEX CABLES LTD,FINCABLES,FINCABLES,INR,56983571,NSE,STK
FINOLEX INDUSTRIES LTD,FINPIPE,FINPIPE,INR,56983574,NSE,STK
FIRST WINNER INDUSTRIES LTD,FIRSTWIN,FIRSTWIN,INR,56983599,NSE,STK
FIRSTSOURCE SOLUTIONS LTD,FSL,FSL,INR,56983589,NSE,STK
FLEXITUFF INTERNATIONAL LTD,FLEXITUFF,FLEXITUFF,INR,96028245,NSE,STK
FORTIS HEALTHCARE LTD,FORTIS,FORTIS,INR,56983577,NSE,STK
FOSECO INDIA LTD,FOSECOIND,FOSECOIND,INR,56983584,NSE,STK
FUTURE CONSUMER ENTERPRISE L,FCEL,FCEL,INR,130760477,NSE,STK
FUTURE LIFESTYLE FASHIONS LT,FLFL,FLFL,INR,130831764,NSE,STK
FUTURE MARKET NETWORKS LTD,FMNL,FMNL,INR,82481821,NSE,STK
FUTURE RETAIL LTD-CLASS B,FRLDVR,FRLDVR,INR,75733288,NSE,STK
FUTURE RETAIL LTD,FRL,FRL,INR,56986733,NSE,STK
GABRIEL INDIA LTD,GABRIEL,GABRIEL,INR,56986137,NSE,STK
GAIL INDIA LTD,GAIL,GAIL,INR,44652084,NSE,STK
GALLANTT ISPAT LTD,GALLISPAT,GALLISPAT,INR,79839452,NSE,STK
GALLANTT METAL LTD,GALLANTT,GALLANTT,INR,56986149,NSE,STK
GAMMON INDIA LTD,GAMMONIND,GAMMONIND,INR,56986260,NSE,STK
GAMMON INFRASTRUCTURE PROJEC,GAMMNINFR,GAMMNINFRA,INR,69910028,NSE,STK
GANDHI SPECIAL TUBES LTD,GANDHITUB,GANDHITUBE,INR,56986280,NSE,STK
GANESH HOUSING CORP LTD,GANESHHOU,GANESHHOUC,INR,56986219,NSE,STK
GANESHA ECOSPHERE LTD,GANECOS,GANECOS,INR,64683957,NSE,STK
GANGOTRI TEXTILES LTD,GANGOTRI,GANGOTRI,INR,56986294,NSE,STK
GARDEN SILK MILLS LTD,GARDENSIL,GARDENSILK,INR,56986330,NSE,STK
GARWARE WALL ROPES LIMITED,GARWALLRO,GARWALLROP,INR,56986411,NSE,STK
GATEWAY DISTRIPARKS LTD,GDL,GDL,INR,56986179,NSE,STK
GATI LTD,GATI,GATI,INR,56986365,NSE,STK
GAYATRI PROJECTS LTD,GAYAPROJ,GAYAPROJ,INR,64684272,NSE,STK
GEE CEE VENTURES LTD,GEECEE,GEECEE,INR,56986161,NSE,STK
GEI INDUSTRIAL SYSTEMS LTD,GEINDSYS,GEINDSYS,INR,64684168,NSE,STK
GEMINI COMMUNICATIONS LTD,GEMINI,GEMINI,INR,56986255,NSE,STK
GENESYS INTL CORP LTD,GENESYS,GENESYS,INR,76662806,NSE,STK
GENUS PAPER & BOARD LTD,GENUSPAPE,GENUSPAPER,INR,183903727,NSE,STK
GENUS POWER INFRASTRUCTURES,GENUSPOWE,GENUSPOWER,INR,80311142,NSE,STK
GEOJIT BNP PARIBAS FINANCIAL,GEOJITBNP,GEOJITBNPP,INR,56986205,NSE,STK
GEOMETRIC LTD,GEOMETRIC,GEOMETRIC,INR,56986185,NSE,STK
GHCL LTD,GHCL,GHCL,INR,56986212,NSE,STK
GI ENGINEERING SOLUTIONS LTD,GISOLUTIO,GISOLUTION,INR,75733209,NSE,STK
GIC HOUSING FINANCE LTD,GICHSGFIN,GICHSGFIN,INR,56986222,NSE,STK
GILLANDERS ARBUTHNOT & CO,GILLANDER,GILLANDERS,INR,64684270,NSE,STK
GILLETTE INDIA LTD,GILLETTE,GILLETTE,INR,56985730,NSE,STK
GINNI FILAMENTS LTD,GINNIFILA,GINNIFILA,INR,75733231,NSE,STK
GITANJALI GEMS LTD,GITANJALI,GITANJALI,INR,56986234,NSE,STK
GKW LTD,GKWLIMITE,GKWLIMITED,INR,76142602,NSE,STK
GLAXOSMITHKLINE CONSUMER HEA,GSKCONS,GSKCONS,INR,56989051,NSE,STK
GLAXOSMITHKLINE PHARMACEUTIC,GLAXO,GLAXO,INR,44652177,NSE,STK
GLENMARK PHARMACEUTICALS LTD,GLENMARK,GLENMARK,INR,56986291,NSE,STK
GLOBAL OFFSHORE SERVICES LTD,GLOBOFFS,GLOBOFFS,INR,56986404,NSE,STK
GLOBAL VECTRA HELICORP LTD,GLOBALVEC,GLOBALVECT,INR,76142574,NSE,STK
GLOBUS SPIRITS LIMITED,GLOBUSSPR,GLOBUSSPR,INR,72432211,NSE,STK
GLORY POLYFILMS LTD,GLORY,GLORY,INR,56986320,NSE,STK
GM BREWERIES LTD,GMBREW,GMBREW,INR,56986250,NSE,STK
GMR INFRASTRUCTURE LTD,GMRINFRA,GMRINFRA,INR,69237773,NSE,STK
GOA CARBON LTD,GOACARBON,GOACARBON,INR,56986297,NSE,STK
GODAWARI POWER AND ISPAT LTD,GPIL,GPIL,INR,56986300,NSE,STK
GODFREY PHILLIPS INDIA LTD,GP,GODFRYPHLP,INR,174961888,NSE,STK
GODREJ CONSUMER PRODUCTS LTD,GODREJCP,GODREJCP,INR,56986171,NSE,STK
GODREJ INDUSTRIES LTD,GODREJIND,GODREJIND,INR,56986182,NSE,STK
GODREJ PROPERTIES LTD,GPL,GODREJPROP,INR,138950253,NSE,STK
GOENKA DIAMOND & JEWELS LTD,GOENKA,GOENKA_BZ,INR,116304258,NSE,STK
GOKALDAS EXPORTS LTD,GOKEX,GOKEX,INR,56986199,NSE,STK
GOKUL REFOILS & SOLVENT LTD,GOKUL,GOKUL,INR,69412863,NSE,STK
GOL OFFSHORE LTD,GTOFFSHOR,GTOFFSHORE,INR,56986305,NSE,STK
GOLDEN TOBACCO LIMITED,GOLDENTOB,GOLDENTOBC,INR,56986380,NSE,STK
GOLDIAM INTERNATIONAL LTD,GOLDIAM,GOLDIAM,INR,56986239,NSE,STK
GOLDMAN GOLD ETF-GOLD BEES,GOLDBEES,GOLDBEES,INR,56986159,NSE,STK
GOLDMAN HANG SENG BEES,HNGSNGBEE,HNGSNGBEES,INR,73451273,NSE,STK
GOLDMAN INFRASTRUCTUR BEES,INFRABEES,INFRABEES,INR,109603813,NSE,STK
GOLDMAN LIQUID ETF BEES,LIQUIDBEE,LIQUIDBEES,INR,56983408,NSE,STK
GOLDMAN SHARIAH ETF BEES,SHARIABEE,SHARIABEES,INR,75733353,NSE,STK
GOLDSTONE INFRATECH LIMITED,GOLDINFRA,GOLDINFRA,INR,56986391,NSE,STK
GOLDSTONE TECHNOLOGIES LTD,GOLDTECH,GOLDTECH,INR,56986354,NSE,STK
GOOD LUCK STEEL TUBES LTD,GOODLUCK,GOODLUCK,INR,64684157,NSE,STK
GP PETROLEUMS LTD,GULFPETRO,GULFPETRO,INR,75733287,NSE,STK
GRANULES INDIA LTD,GRANULES,GRANULES,INR,186878917,NSE,STK
GRAPHITE INDIA LTD,GRAPHITE,GRAPHITE,INR,56986339,NSE,STK
GRASIM INDUSTRIES LIMITED,GRASIM,GRASIM,INR,44652099,NSE,STK
GRAVITA INDIA LTD,GRAVITA,GRAVITA,INR,107998370,NSE,STK
GREAT EASTERN SHIPPING CO,GESHIP,GESHIP,INR,56986194,NSE,STK
GREAVES COTTON LTD,GREAVESCO,GREAVESCOT,INR,81325729,NSE,STK
GREEN FIRE AGRI COMMODITIES,GREENFIRE,GREENFIRE,INR,115504607,NSE,STK
GREENEARTH RESOURCES AND PRO,AUSTRAL,AUSTRAL,INR,64936286,NSE,STK
GREENLAM INDUSTRIES LIMITED,GREENLAM,GREENLAM,INR,175916048,NSE,STK
GREENPLY INDUSTRIES LTD,GREENPLY,GREENPLY,INR,56987660,NSE,STK
GRINDWELL NORTON LIMITED,GRINDWELL,GRINDWELL,INR,56986401,NSE,STK
GRP LTD,GRPLTD,GRPLTD,INR,64684020,NSE,STK
GRUH FINANCE LTD,GRUH,GRUH,INR,110646650,NSE,STK
GS BANKING EXCH-GS BANK BEES,BANKBEES,BANKBEES,INR,56987867,NSE,STK
GS CPSE ID EXCH-GS CPSE BEES,CPSEETF,CPSEETF,INR,147871235,NSE,STK
GS NIFTY EXCH-GS JUNIOR BEES,JUNIORBEE,JUNIORBEES,INR,56984144,NSE,STK
GS NIFTY EXCH-GS NIFTY BEES,NIFTYBEES,NIFTYBEES,INR,56984531,NSE,STK
GS PSU BANK-GS PSU BANK BEES,PSUBNKBEE,PSUBNKBEES,INR,56987067,NSE,STK
GSS INFOTECH LTD,GSS,GSS,INR,56986360,NSE,STK
GTL INFRASTRUCTURE LTD,GTLINFRA,GTLINFRA,INR,56986371,NSE,STK
GTL LTD,GTL,GTL,INR,56986386,NSE,STK
GTN INDUSTRIES LTD,GTNIND,GTNIND,INR,56986374,NSE,STK
GTN TEXTILES LIMITED,GTNTEX,GTNTEX,INR,56986377,NSE,STK
GUFIC BIOSCIENCES LIMITED,GUFICBIO,GUFICBIO,INR,56985371,NSE,STK
GUJARAT ALKALIES & CHEMICALS,GUJALKALI,GUJALKALI,INR,56986144,NSE,STK
GUJARAT AMBUJA EXPORTS LTD,GAEL,GAEL,INR,56986140,NSE,STK
GUJARAT APOLLO INDUSTRIES LT,GUJAPOLLO,GUJAPOLLO,INR,56986154,NSE,STK
GUJARAT FLUOROCHEMICALS LTD,GUJFLUORO,GUJFLUORO,INR,56986200,NSE,STK
GUJARAT INDS POWER CO LTD,GIPCL,GIPCL,INR,56986224,NSE,STK
GUJARAT LEASE FINANCING LTD,GLFL,GLFL,INR,56986240,NSE,STK
GUJARAT MINERAL DEV CORP LTD,GMDCLTD,GMDCLTD,INR,56986257,NSE,STK
GUJARAT NARMADA VALLEY FERT,GNFC,GNFC,INR,56986285,NSE,STK
GUJARAT NRE COKE LTD-B,GUJNREDVR,GUJNREDVR,INR,75822024,NSE,STK
GUJARAT NRE COKE LTD,GUJNRECOK,GUJNRECOKE,INR,56986279,NSE,STK
GUJARAT PIPAVAV PORT LTD,GPPL,GPPL,INR,78746682,NSE,STK
GUJARAT SIDHEE CEMENT LTD,GSCLCEMEN,GSCLCEMENT,INR,127625251,NSE,STK
GUJARAT STATE FERT & CHEMICA,GSFC,GSFC,INR,113787164,NSE,STK
GUJARAT STATE PETRONET LTD,GSPL,GSPL,INR,56986392,NSE,STK
